id,city,city_ascii,province_id,province_name,lat,lng,population,density,timezone,ranking,postal,city_id
1,Toronto,Toronto,ON,Ontario,43.7417,-79.3733,5429524,4334.4,America/Toronto,1,M5T M5V M5P M5S M5R M5E M5G M5A M5C M5B M5M M5N M5H M5J M4X M4Y M4R M4S M4P M4V M4W M4T M4J M4K M4H M4N M4L M4M M4B M4C M4A M4G M4E M3N M3M M3L M3K M3J M3H M3C M3B M3A M2P M2R M2L M2M M2N M2H M2J M2K M1C M1B M1E M1G M1H M1K M1J M1M M1L M1N M1P M1S M1R M1T M1W M1V M1X M9P M9R M9W M9V M9M M9L M9N M9A M9C M9B M6P M6R M6S M6A M6B M6C M6E M6G M6H M6J M6K M6L M6M M6N M8Z M8X M8Y M8V M8W,2
2,Montréal,Montreal,QC,Quebec,45.5089,-73.5617,3519595,3889,America/Montreal,1,H1X H1Y H1Z H1P H1R H1S H1T H1V H1W H1H H1J H1K H1L H1M H1N H1A H1B H1C H1E H1G H2Y H2X H2Z H2T H2W H2V H2P H2S H2R H2M H2L H2N H2H H2K H2J H2E H2G H2A H2C H2B H3B H3C H3A H3G H3E H3J H3K H3H H3N H3L H3M H3R H3S H3V H3W H3T H3X H4G H4E H4C H4B H4A H4N H4M H4L H4K H4J H4H H4V H4S H4R H4P H8N H8S H8R H8P H8T H8Z H8Y H9A H9C H9E H9H H9J H9K,3
3,Vancouver,Vancouver,BC,British Columbia,49.25,-123.1,2264823,5492.6,America/Vancouver,1,V6Z V6S V6R V6P V6N V6M V6L V6K V6J V6H V6G V6E V6C V6B V6A V5S V5P V5Z V5N V5L V5M V5K V5V V5W V5T V5R V5X V5Y,4
4,Calgary,Calgary,AB,Alberta,51.05,-114.0667,1239220,1501.1,America/Edmonton,1,T1Y T2H T2K T2J T2L T2N T2A T2C T2B T2E T2G T2Y T2X T2Z T2S T2R T2T T2V T3N T3L T3M T3J T3K T3H T3G T3E T3B T3C T3A T3R T3S T3P,5
5,Edmonton,Edmonton,AB,Alberta,53.5344,-113.4903,1062643,1360.9,America/Edmonton,1,T5X T5Y T5Z T5P T5R T5S T5T T5V T5W T5H T5J T5K T5L T5M T5N T5A T5B T5C T5E T5G T6X T6T T6W T6V T6P T6S T6R T6M T6L T6H T6K T6J T6E T6G T6A T6C T6B,6
6,Ottawa,Ottawa,ON,Ontario,45.4247,-75.695,989567,334,America/Montreal,1,K4P K4M K4A K4B K4C K7S K1S K1R K1P K1W K1V K1T K1Z K1Y K1X K1C K1B K1G K1E K1K K1J K1H K1N K1M K1L K0A K2R K2S K2P K2V K2W K2T K2J K2K K2H K2L K2M K2B K2C K2A K2G K2E,7
7,Mississauga,Mississauga,ON,Ontario,43.6,-79.65,721599,2467.6,America/Toronto,2,L4W L4V L4T L4Z L4Y L4X L5R L5V L5W L5A L5B L5C L5E L5G L5H L5J L5K L5L L5M L5N,8
8,Winnipeg,Winnipeg,MB,Manitoba,49.8844,-97.1464,705244,1430,America/Winnipeg,1,R2N R2M R2L R2K R2J R2H R2G R2C R2Y R2X R2W R2V R2R R2P R3L R3M R3N R3H R3J R3K R3E R3G R3A R3B R3X R3Y R3T R3V R3W R3P R3R R3S,9
9,Quebec City,Quebec City,QC,Quebec,46.8139,-71.2081,705103,1173.2,America/Montreal,1,G1N G1M G1L G1K G1J G1H G1G G1E G1C G1B G1Y G1X G1W G1V G1T G1S G1R G1P G3E G3G G3K G3J G2G G2E G2B G2C G2A G2N G2L G2M G2J G2K,10
10,Hamilton,Hamilton,ON,Ontario,43.2567,-79.8692,693645,480.6,America/Toronto,2,L0R L0P L8W L8V L8T L8S L8R L8P L8G L8E L8N L8M L8L L8K L8J L8H L9G L9A L9B L9C L9H L9K N1R,11
11,Brampton,Brampton,ON,Ontario,43.6833,-79.7667,593638,2228.7,America/Toronto,2,L7A L6T L6W L6V L6P L6S L6R L6Y L6X L6Z,12
12,Surrey,Surrey,BC,British Columbia,49.19,-122.8489,517887,1636.8,America/Vancouver,2,V4A V4N V4P V3R V3S V3T V3V V3W V3X V3Z,13
13,Kitchener,Kitchener,ON,Ontario,43.4186,-80.4728,470015,3433.5,America/Toronto,1,N2K N2H N2N N2M N2C N2B N2A N2G N2E N2R N2P,14
14,Laval,Laval,QC,Quebec,45.5833,-73.75,422993,1710.9,America/Montreal,2,H7N H7L H7M H7J H7K H7H H7G H7E H7B H7C H7A H7X H7Y H7V H7W H7T H7R H7S H7P,15
15,Halifax,Halifax,NS,Nova Scotia,44.6475,-63.5906,403131,73.4,America/Halifax,1,B2Z B2Y B2X B2W B2V B2T B2S B2R B3T B3V B3P B3R B3L B3M B3N B3H B3J B3K B3E B3G B3A B3B B0J B3Z B3S B4E B4G B4A B4C B4B B0N,16
16,London,London,ON,Ontario,42.9836,-81.2497,383822,913.1,America/Toronto,2,N5Z N5X N5Y N5V N5W N6A N6P N6G N6E N6C N6N N6L N6J N6H N6B N6M N6K,17
17,Victoria,Victoria,BC,British Columbia,48.4283,-123.3647,335696,4406.3,America/Vancouver,1,V8T V8W V8S V8R V9A V8V,18
18,Markham,Markham,ON,Ontario,43.8767,-79.2633,328966,1549.2,America/Toronto,2,L3T L3R L3P L3S L6E L6G L6C L6B,19
19,St. Catharines,St. Catharines,ON,Ontario,43.1833,-79.2333,309319,1384.8,America/Toronto,2,L2M L2N L2P L2S L2R L2T L2W,20
20,Niagara Falls,Niagara Falls,ON,Ontario,43.06,-79.1067,308596,419.9,America/Toronto,2,L2E L2G L2H L2J L3B,21
21,Vaughan,Vaughan,ON,Ontario,43.8333,-79.5,306233,1119.4,America/Toronto,2,L0J L4K L4J L4H L4L L6A,22
22,Gatineau,Gatineau,QC,Quebec,45.4833,-75.65,276245,773.7,America/Montreal,2,J8P J8R J8T J8Y J8X J8Z J8M J9J J9H J9A,23
23,Windsor,Windsor,ON,Ontario,42.2833,-83,276165,1484.3,America/Toronto,2,N8T N8W N8P N8S N8R N8Y N8X N9J N9B N9C N9A N9G N9E N0R,24
24,Saskatoon,Saskatoon,SK,Saskatchewan,52.1333,-106.6833,246376,1080,America/Regina,2,S7H S7K S7J S7M S7L S7N S7S S7R S7W S7V,25
25,Longueuil,Longueuil,QC,Quebec,45.5333,-73.5167,239700,2002,America/Montreal,2,J4T J4V J4P J4R J4M J4L J4N J4H J4K J4J J4G J3Y J3Z,26
26,Burnaby,Burnaby,BC,British Columbia,49.2667,-122.9667,232755,2568.7,America/Vancouver,2,V5B V5G V5E V5C V5J V5H V5A V3J V3N,27
27,Regina,Regina,SK,Saskatchewan,50.4547,-104.6067,215106,1195.2,America/Regina,2,S4T S4V S4W S4R S4S S4X S4Y S4Z,28
28,Richmond,Richmond,BC,British Columbia,49.1667,-123.1333,198309,1534.1,America/Vancouver,2,V6Y V6X V6W V6V V7E V7A V7B V7C,29
29,Richmond Hill,Richmond Hill,ON,Ontario,43.8667,-79.4333,195022,1928.8,America/Toronto,2,L4S L4C L4B L4E,30
30,Oakville,Oakville,ON,Ontario,43.45,-79.6833,193832,1314.2,America/Toronto,2,L6M L6L L6H L6K L6J,31
31,Burlington,Burlington,ON,Ontario,43.3167,-79.8,183314,946.8,America/Toronto,2,L7R L7S L7P L7T L7N L7L L7M,32
32,Barrie,Barrie,ON,Ontario,44.3711,-79.6769,172657,1428,America/Toronto,2,L9J L4N L4M,33
33,Oshawa,Oshawa,ON,Ontario,43.9,-78.85,166000,1027,America/Toronto,2,L1L L1H L1J L1K L1G,34
34,Sherbrooke,Sherbrooke,QC,Quebec,45.4,-71.9,161323,456,America/Montreal,2,J1N J1L J1M J1J J1K J1H J1G J1E J1C J1R,35
35,Saguenay,Saguenay,QC,Quebec,48.4167,-71.0667,144746,128.5,America/Montreal,2,G8A G7N G7H G7K G7T G7Z G7G G7B G7J G7P G7S G7Y G7X,36
36,Lévis,Levis,QC,Quebec,46.8,-71.1833,143414,319.4,America/Montreal,2,G7A G6J G6K G6C G6Z G6X G6Y G6V G6W,37
37,Kelowna,Kelowna,BC,British Columbia,49.8881,-119.4956,142146,601.3,America/Vancouver,2,V1X V1Y V1P V1W V1V,38
38,Abbotsford,Abbotsford,BC,British Columbia,49.05,-122.3167,141397,376.5,America/Vancouver,2,V4X V2S V2T V3G,39
39,Coquitlam,Coquitlam,BC,British Columbia,49.2839,-122.7919,139284,1138.9,America/Vancouver,2,V3B V3C V3E V3J V3K,40
40,Trois-Rivières,Trois-Rivieres,QC,Quebec,46.35,-72.55,134413,1581.2,America/Montreal,2,G9C G9B G9A G8T G8V G8W G8Y G8Z,41
41,Guelph,Guelph,ON,Ontario,43.55,-80.25,131794,1511.1,America/Toronto,2,N1C N1G N1E N1K N1H N1L,42
42,Cambridge,Cambridge,ON,Ontario,43.3972,-80.3114,129920,1149.6,America/Toronto,2,N3H N3C N3E N1R N1S N1P N1T,43
43,Whitby,Whitby,ON,Ontario,43.8833,-78.9417,128377,876.1,America/Toronto,2,L0B L1P L1R L1M L1N,44
44,Ajax,Ajax,ON,Ontario,43.8583,-79.0364,119677,1634.2,America/Toronto,2,L1Z L1T L1S,45
45,Langley,Langley,BC,British Columbia,49.1044,-122.5827,117285,380.8,America/Vancouver,2,V1M V4W V2Z V2Y V3A,46
46,Saanich,Saanich,BC,British Columbia,48.484,-123.381,114148,1099.9,America/Vancouver,2,V8N V8X V8Z V8P V8R V9A V9E V8Y,47
47,Terrebonne,Terrebonne,QC,Quebec,45.7,-73.6333,111575,687.1,America/Montreal,2,J6Y J6V J7M J6X J6W,48
48,Milton,Milton,ON,Ontario,43.5083,-79.8833,110128,230.11,America/Toronto,2,L7J L0P L9T,49
49,St. John's,St. John's,NL,Newfoundland and Labrador,47.4817,-52.7971,108860,244.1,America/St_Johns,2,A1H A1S A1E A1G A1A A1C A1B,50
50,Moncton,Moncton,NB,New Brunswick,46.1328,-64.7714,108620,506,America/Moncton,2,E1H E1A E1C E1E E1G,51
51,Thunder Bay,Thunder Bay,ON,Ontario,48.3822,-89.2461,107909,330.1,America/Thunder_Bay,2,P7G P7E P7B P7C P7J P7K,52
52,Dieppe,Dieppe,NB,New Brunswick,46.0989,-64.7242,107068,469.6,America/Moncton,2,E1A,53
53,Waterloo,Waterloo,ON,Ontario,43.4667,-80.5167,104986,1520.7,America/Toronto,2,N2K N2J N2L N2V N2T,54
54,Delta,Delta,BC,British Columbia,49.0847,-123.0586,102238,567.4,America/Vancouver,2,V4C V4E V4G V4K V4M V4L,55
55,Chatham,Chatham,ON,Ontario,42.4229,-82.1324,101647,41.4,America/Toronto,2,N8A N0P N7L N7M,56
56,Red Deer,Red Deer,AB,Alberta,52.2681,-113.8111,100418,958.8,America/Edmonton,2,T4R T4P T4N,57
57,Kamloops,Kamloops,BC,British Columbia,50.6761,-120.3408,100046,301.7,America/Vancouver,2,V1S V2C V2B V2E,58
58,Brantford,Brantford,ON,Ontario,43.1667,-80.25,97496,1345.9,America/Toronto,3,N3P N3R N3S N3T N3V,59
59,Cape Breton,Cape Breton,NS,Nova Scotia,46.1389,-60.1931,94285,38.8,America/Glace_Bay,3,B2A B1S B1V B1G B1E B1B B1C B1A B1N B1L B1M B1J B1H B1T B1R B1P B1Y B1K,60
60,Lethbridge,Lethbridge,AB,Alberta,49.6942,-112.8328,92729,759.5,America/Edmonton,3,T1H T1J T1K,61
61,Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,Quebec,45.3167,-73.2667,92394,419.7,America/Montreal,3,J2W J2Y J2X J3A J3B,62
62,Clarington,Clarington,ON,Ontario,43.935,-78.6083,92013,138.3,America/Toronto,3,L0B L0A L1E L1B L1C,63
63,Pickering,Pickering,ON,Ontario,43.8354,-79.089,91771,383.1,America/Toronto,3,L0H L0B L1X L1Y L1V L1W,64
64,Nanaimo,Nanaimo,BC,British Columbia,49.1642,-123.9364,90504,918,America/Vancouver,3,V9R V9S V9V V9T,65
65,Sudbury,Sudbury,ON,Ontario,46.49,-81.01,88054,49.7,America/Toronto,3,P0M P3N P3L P3B P3C P3A P3G P3Y P3P,66
66,North Vancouver,North Vancouver,BC,British Columbia,49.3641,-123.0066,85935,534.6,America/Vancouver,3,V7P V7R V7L V7N V7H V7J V7K V7G,67
67,Brossard,Brossard,QC,Quebec,45.4667,-73.45,85721,1896,America/Montreal,3,J4Y J4X J4Z J4W,68
68,Repentigny,Repentigny,QC,Quebec,45.7333,-73.4667,84965,1395.4,America/Montreal,3,J6A J5Z J5Y,69
69,Newmarket,Newmarket,ON,Ontario,44.05,-79.4667,84224,2190.5,America/Toronto,2,L3X L3Y,70
70,Chilliwack,Chilliwack,BC,British Columbia,49.1577,-121.9509,83788,320.2,America/Vancouver,3,V4Z V2R V2P,71
71,White Rock,White Rock,BC,British Columbia,49.025,-122.8028,82368,3893.1,America/Vancouver,2,V4B,72
72,Maple Ridge,Maple Ridge,BC,British Columbia,49.2167,-122.6,82256,308.3,America/Vancouver,3,V4R V2W V2X,73
73,Peterborough,Peterborough,ON,Ontario,44.3,-78.3167,82094,1261.2,America/Toronto,3,K9K K9J K9H K9L,74
74,Kawartha Lakes,Kawartha Lakes,ON,Ontario,44.35,-78.75,75423,24.5,America/Toronto,3,L0K L0B L0A K9V K0M,75
75,Prince George,Prince George,BC,British Columbia,53.9169,-122.7494,74003,232.5,America/Vancouver,3,V2K V2N V2M V2L,76
76,Sault Ste. Marie,Sault Ste. Marie,ON,Ontario,46.5333,-84.35,73368,328.6,America/Toronto,3,P6A P6C P6B,77
77,Sarnia,Sarnia,ON,Ontario,42.9994,-82.3089,71594,434.3,America/Toronto,3,N7V N7W N7S N7T N7X,78
78,Wood Buffalo,Wood Buffalo,AB,Alberta,57.6042,-111.3284,71589,1.2,America/Edmonton,3,T9H T9J T9K T0P,79
79,New Westminster,New Westminster,BC,British Columbia,49.2069,-122.9111,70996,4543.4,America/Vancouver,2,V3L V3M,80
80,Châteauguay,Chateauguay,QC,Quebec,45.38,-73.75,70812,1278.9,America/Montreal,3,J6K J6J,81
81,Saint-Jérôme,Saint-Jerome,QC,Quebec,45.7833,-74,69598,756.3,America/Montreal,3,J7Y J7Z J5L,82
82,Drummondville,Drummondville,QC,Quebec,45.8833,-72.4833,68601,1315.4,America/Montreal,3,J2E J2C J2B J2A J1Z,83
83,Saint John,Saint John,NB,New Brunswick,45.2806,-66.0761,67575,213.8,America/Moncton,3,E2P E2L E2M E2N E2H E2J E2K,84
84,Caledon,Caledon,ON,Ontario,43.8667,-79.8667,66502,96.6,America/Toronto,3,L7K L7C L7E,85
85,St. Albert,St. Albert,AB,Alberta,53.6303,-113.6258,65589,1353.9,America/Edmonton,3,T8N,86
86,Granby,Granby,QC,Quebec,45.4,-72.7333,63433,415.3,America/Montreal,3,J2G J2J J2H,87
87,Medicine Hat,Medicine Hat,AB,Alberta,50.0417,-110.6775,63260,564.6,America/Edmonton,3,T1A T1B T1C,88
88,Grande Prairie,Grande Prairie,AB,Alberta,55.1708,-118.7947,63166,475.9,America/Edmonton,3,T8V T8X T8W,89
89,St. Thomas,St. Thomas,ON,Ontario,42.775,-81.1833,61707,1067.3,America/Toronto,3,N5R N5P,90
90,Airdrie,Airdrie,AB,Alberta,51.2917,-114.0144,61581,728.2,America/Edmonton,3,T4B T4A,91
91,Halton Hills,Halton Hills,ON,Ontario,43.63,-79.95,61161,221.4,America/Toronto,3,L7J L7G L0P L9T,92
92,Saint-Hyacinthe,Saint-Hyacinthe,QC,Quebec,45.6167,-72.95,59614,294.5,America/Montreal,3,J2T J2S J2R,93
93,Lac-Brome,Lac-Brome,QC,Quebec,45.2167,-72.5167,58889,27.3,America/Montreal,3,J0E,94
94,Port Coquitlam,Port Coquitlam,BC,British Columbia,49.2625,-122.7811,58612,2009.4,America/Vancouver,2,V3B V3C,95
95,Fredericton,Fredericton,NB,New Brunswick,45.9636,-66.6431,58220,439.2,America/Moncton,3,E3G E3C E3B E3A,96
96,Blainville,Blainville,QC,Quebec,45.67,-73.88,56363,1030.9,America/Montreal,3,J7B J7C J7E,97
97,Aurora,Aurora,ON,Ontario,44,-79.4667,55445,1112.3,America/Toronto,3,L4G,98
98,Welland,Welland,ON,Ontario,42.9833,-79.2333,52293,645.3,America/Toronto,3,L3B L3C,99
99,North Bay,North Bay,ON,Ontario,46.3,-79.45,51553,161.6,America/Toronto,3,P1A P1B P1C,100
100,Beloeil,Beloeil,QC,Quebec,45.5667,-73.2,50796,862.8,America/Montreal,3,J3G,101
101,Belleville,Belleville,ON,Ontario,44.1667,-77.3833,50716,205.1,America/Toronto,3,K8N K8P K0K,102
102,Mirabel,Mirabel,QC,Quebec,45.65,-74.0833,50513,104.1,America/Montreal,3,J7J J7N,103
103,Shawinigan,Shawinigan,QC,Quebec,46.5667,-72.75,50060,68.2,America/Montreal,3,G9N G9T G9R G9P G0X,104
104,Dollard-des-Ormeaux,Dollard-des-Ormeaux,QC,Quebec,45.4833,-73.8167,49637,3286.7,America/Montreal,2,H9A H9B H9G,105
105,Brandon,Brandon,MB,Manitoba,49.8483,-99.95,48859,599.1,America/Winnipeg,3,R7A R7B R7C,106
106,Rimouski,Rimouski,QC,Quebec,48.45,-68.53,48664,143.3,America/Montreal,3,G5N G5M G5L G0L,107
107,Cornwall,Cornwall,ON,Ontario,45.0275,-74.74,46589,756.8,America/Toronto,3,K6J K6K K6H,108
108,Stouffville,Stouffville,ON,Ontario,43.9667,-79.25,45837,222.3,America/Toronto,3,L0H L3Y L4A,109
109,Georgina,Georgina,ON,Ontario,44.3,-79.4333,45418,157.8,America/Toronto,3,L0E L4P,110
110,Victoriaville,Victoriaville,QC,Quebec,46.05,-71.9667,45309,516.2,America/Montreal,3,G6R G6P G6T,111
111,Vernon,Vernon,BC,British Columbia,50.267,-119.272,44600,417.7,America/Vancouver,3,V1T V1H,112
112,Duncan,Duncan,BC,British Columbia,48.7787,-123.7079,44451,2387.1,America/Vancouver,2,V9L,113
113,Saint-Eustache,Saint-Eustache,QC,Quebec,45.57,-73.9,44154,634.3,America/Montreal,3,J7P J7R,114
114,Quinte West,Quinte West,ON,Ontario,44.1833,-77.5667,43577,88.2,America/Toronto,3,K8N K8R K8V K0K,115
115,Charlottetown,Charlottetown,PE,Prince Edward Island,46.2403,-63.1347,42602,779.7,America/Halifax,3,C1C C1A C1E,116
116,Mascouche,Mascouche,QC,Quebec,45.75,-73.6,42491,398.4,America/Montreal,3,J7K J7L,117
117,West Vancouver,West Vancouver,BC,British Columbia,49.3667,-123.1667,42473,486.8,America/Vancouver,3,V7T V7V V7S,118
118,Salaberry-de-Valleyfield,Salaberry-de-Valleyfield,QC,Quebec,45.25,-74.13,42410,395.5,America/Montreal,3,J6T J6S,119
119,Rouyn-Noranda,Rouyn-Noranda,QC,Quebec,48.2333,-79.0167,42334,7,America/Montreal,3,J9X J9Y J0Y J0Z,120
120,Timmins,Timmins,ON,Ontario,48.4667,-81.3333,41788,14,America/Toronto,3,P0N P4N P4R P4P,121
121,Sorel-Tracy,Sorel-Tracy,QC,Quebec,46.0333,-73.1167,41629,241.1,America/Montreal,3,J3P J3R,122
122,New Tecumseth,New Tecumseth,ON,Ontario,44.0833,-79.75,41439,151.1,America/Toronto,3,L0L L0G L9R,123
123,Woodstock,Woodstock,ON,Ontario,43.1306,-80.7467,40902,835.3,America/Toronto,3,N4S N4T N4V,124
124,Boucherville,Boucherville,QC,Quebec,45.6,-73.45,40753,575.5,America/Montreal,3,J4B,125
125,Mission,Mission,BC,British Columbia,49.1337,-122.3112,38833,170.6,America/Vancouver,3,V4S V2V,126
126,Vaudreuil-Dorion,Vaudreuil-Dorion,QC,Quebec,45.4,-74.0333,38117,524.1,America/Montreal,3,J7V,127
127,Brant,Brant,ON,Ontario,43.1167,-80.3667,36707,43.5,America/Toronto,3,N3L N3T N3W N0E,128
128,Lakeshore,Lakeshore,ON,Ontario,42.2399,-82.6511,36611,69,America/Toronto,3,N8M N8N N9K N0P N0R,129
129,Innisfil,Innisfil,ON,Ontario,44.3,-79.5833,36566,139.2,America/Toronto,3,L0L L9S,130
130,Prince Albert,Prince Albert,SK,Saskatchewan,53.2,-105.75,35926,534.4,America/Regina,3,S6X S6V S6W,131
131,Langford Station,Langford Station,BC,British Columbia,48.4506,-123.5058,35342,885,America/Vancouver,3,V9B V9C,132
132,Bradford West Gwillimbury,Bradford West Gwillimbury,ON,Ontario,44.1333,-79.6333,35325,175.7,America/Toronto,3,L0G L3Z,133
133,Campbell River,Campbell River,BC,British Columbia,50.0244,-125.2475,35138,1143.9,America/Vancouver,3,V9H V9W,134
134,Spruce Grove,Spruce Grove,AB,Alberta,53.545,-113.9008,34066,1057.9,America/Edmonton,3,T7X,135
135,Moose Jaw,Moose Jaw,SK,Saskatchewan,50.3933,-105.5519,33890,710.7,America/Regina,3,S6K S6H,136
136,Penticton,Penticton,BC,British Columbia,49.4911,-119.5886,33761,801.8,America/Vancouver,3,V2A,137
137,Port Moody,Port Moody,BC,British Columbia,49.2831,-122.8317,33551,1295.9,America/Vancouver,3,V3H,138
138,Leamington,Leamington,ON,Ontario,42.0667,-82.5833,32991,105.3,America/Toronto,3,N8H N0P,139
139,East Kelowna,East Kelowna,BC,British Columbia,49.8625,-119.5833,32655,264.4,America/Vancouver,3,V1Z V4T,140
140,Côte-Saint-Luc,Cote-Saint-Luc,QC,Quebec,45.4687,-73.6673,32448,4662.5,America/Montreal,2,H4W H4V H4X,141
141,Val-d’Or,Val-d'Or,QC,Quebec,48.1,-77.7833,31862,9,America/Montreal,3,J9P,142
142,Owen Sound,Owen Sound,ON,Ontario,44.5667,-80.9333,31820,1311.1,America/Toronto,3,N4K,143
143,Stratford,Stratford,ON,Ontario,43.3708,-80.9819,31465,1167.5,America/Toronto,3,N4Z N5A,144
144,Lloydminster,Lloydminster,SK,Saskatchewan,53.2783,-110.005,31410,742.2,America/Edmonton,3,S9V,145
145,Pointe-Claire,Pointe-Claire,QC,Quebec,45.45,-73.8167,31380,1662,America/Montreal,3,H9R H9S,146
146,Orillia,Orillia,ON,Ontario,44.6,-79.4167,31166,1090.3,America/Toronto,3,L3V,147
147,Alma,Alma,QC,Quebec,48.55,-71.65,30904,158,America/Montreal,3,G8E G8B G8C,148
148,Orangeville,Orangeville,ON,Ontario,43.9167,-80.1167,30734,69.3,America/Toronto,3,L9W,149
149,Fort Erie,Fort Erie,ON,Ontario,42.9167,-79.0167,30710,184.7,America/Toronto,3,L0S L2A,150
150,LaSalle,LaSalle,ON,Ontario,42.2167,-83.0667,30180,461.8,America/Toronto,3,N9J N9H N9A,151
151,Sainte-Julie,Sainte-Julie,QC,Quebec,45.5833,-73.3333,30104,607.8,America/Montreal,3,J3E,152
152,Leduc,Leduc,AB,Alberta,53.2594,-113.5492,29993,706.7,America/Edmonton,3,T9E,153
153,North Cowichan,North Cowichan,BC,British Columbia,48.8236,-123.7192,29676,147.3,America/Vancouver,3,V0R V9L,154
154,Chambly,Chambly,QC,Quebec,45.4311,-73.2873,29120,1158.7,America/Montreal,3,J3L,155
155,Okotoks,Okotoks,AB,Alberta,50.725,-113.975,28881,1471,America/Edmonton,3,T1S,156
156,Sept-Îles,Sept-Iles,QC,Quebec,50.2167,-66.3833,28534,16.1,America/Montreal,3,G4S G0G,157
157,Centre Wellington,Centre Wellington,ON,Ontario,43.7,-80.3667,28191,69.2,America/Toronto,3,N0B N1M,158
158,Saint-Constant,Saint-Constant,QC,Quebec,45.37,-73.57,27359,478.9,America/Montreal,3,J5A,159
159,Grimsby,Grimsby,ON,Ontario,43.2,-79.55,27314,396.3,America/Toronto,3,L3M,160
160,Boisbriand,Boisbriand,QC,Quebec,45.62,-73.83,26884,966.5,America/Montreal,3,J7H J7E J7G,161
161,Conception Bay South,Conception Bay South,NL,Newfoundland and Labrador,47.5167,-52.9833,26199,443.3,America/St_Johns,3,A1W A1X,162
162,Saint-Bruno-de-Montarville,Saint-Bruno-de-Montarville,QC,Quebec,45.5333,-73.35,26107,603.3,America/Montreal,3,J3V,163
163,Sainte-Thérèse,Sainte-Therese,QC,Quebec,45.6333,-73.85,26025,2716.1,America/Montreal,2,J7E,164
164,Cochrane,Cochrane,AB,Alberta,51.189,-114.467,25853,866.7,America/Edmonton,3,T4C,165
165,Thetford Mines,Thetford Mines,QC,Quebec,46.1,-71.3,25709,113.3,America/Montreal,3,G6H G6G,166
166,Courtenay,Courtenay,BC,British Columbia,49.6878,-124.9944,25599,789.9,America/Vancouver,3,V9N,167
167,Magog,Magog,QC,Quebec,45.2667,-72.15,25358,175.9,America/Montreal,3,J1X,168
168,Whitehorse,Whitehorse,YT,Yukon,60.7029,-135.0691,25085,60.2,America/Whitehorse,3,Y1A,169
169,Woolwich,Woolwich,ON,Ontario,43.5667,-80.4833,25006,76.7,America/Toronto,3,N2J N3B N0B,170
170,Clarence-Rockland,Clarence-Rockland,ON,Ontario,45.4833,-75.2,24512,82.3,America/Toronto,3,K4K K0A,171
171,Fort Saskatchewan,Fort Saskatchewan,AB,Alberta,53.7128,-113.2133,24149,501.3,America/Edmonton,3,T8L,172
172,East Gwillimbury,East Gwillimbury,ON,Ontario,44.1333,-79.4167,23991,97.9,America/Toronto,3,L0G L9N,173
173,Lincoln,Lincoln,ON,Ontario,43.13,-79.43,23787,146.1,America/Toronto,3,L0R L2R,174
174,La Prairie,La Prairie,QC,Quebec,45.42,-73.5,23357,539.7,America/Montreal,3,J5R,175
175,Tecumseh,Tecumseh,ON,Ontario,42.2431,-82.9256,23229,245.4,America/Toronto,3,N8N N9K N0R,176
176,Mount Pearl Park,Mount Pearl Park,NL,Newfoundland and Labrador,47.5189,-52.8058,22957,1456.8,America/St_Johns,3,A1N,177
177,Amherstburg,Amherstburg,ON,Ontario,42.1,-83.0833,21936,118.2,America/Toronto,3,N9V N0R,178
178,Saint-Lambert,Saint-Lambert,QC,Quebec,45.5,-73.5167,21861,2880.6,America/Montreal,2,J4P J4S J4R,179
179,Brockville,Brockville,ON,Ontario,44.5833,-75.6833,21854,1167.8,America/Toronto,3,K6V,180
180,Collingwood,Collingwood,ON,Ontario,44.5,-80.2167,21793,645.1,America/Toronto,3,L9Y,181
181,Scugog,Scugog,ON,Ontario,44.09,-78.936,21617,45.4,America/Toronto,3,L0C L0B L9L,182
182,Kingsville,Kingsville,ON,Ontario,42.1,-82.7167,21552,87.3,America/Toronto,3,N8M N9Y N0P N0R,183
183,Baie-Comeau,Baie-Comeau,QC,Quebec,49.2167,-68.15,21536,64,America/Montreal,3,G5C G4Z,184
184,Paradise,Paradise,NL,Newfoundland and Labrador,47.5333,-52.8667,21389,731.5,America/St_Johns,3,A1L,185
185,Uxbridge,Uxbridge,ON,Ontario,44.1167,-79.1333,21176,45.6,America/Toronto,3,L0E L0C L9P L4A,186
186,Essa,Essa,ON,Ontario,44.25,-79.7833,21083,75.3,America/Toronto,3,L0M L0L L9R,187
187,Candiac,Candiac,QC,Quebec,45.38,-73.52,21047,1215.8,America/Montreal,3,J5R,188
188,Oro-Medonte,Oro-Medonte,ON,Ontario,44.5667,-79.5833,21036,35.8,America/Toronto,3,L0L L0K L3V L4R L4M,189
189,Varennes,Varennes,QC,Quebec,45.6833,-73.4333,20994,226.9,America/Montreal,3,J3X,190
190,Strathroy-Caradoc,Strathroy-Caradoc,ON,Ontario,42.9575,-81.6167,20867,77.1,America/Toronto,3,N0L N7G,191
191,Wasaga Beach,Wasaga Beach,ON,Ontario,44.5206,-80.0167,20675,352.6,America/Toronto,3,L9Z,192
192,New Glasgow,New Glasgow,NS,Nova Scotia,45.5926,-62.6455,20609,911.6,America/Halifax,3,B2H,193
193,Wilmot,Wilmot,ON,Ontario,43.4,-80.65,20545,77.9,America/Toronto,3,N3A N0B,194
194,Essex,Essex,ON,Ontario,42.0833,-82.9,20427,73.5,America/Toronto,3,N8M N0R,195
